300000;14121;24;338895;;;;;;;;;;;;;6763;563;;x
300000;9963;36;358663;;;;;;;;;;;;;6763;563;;x
300000;7899;48;379137;;;;;;;;;;;;;6763;563;;x
300000;6672;60;400309;;;;;;;;;;;;;6763;563;;x
300000;5863;72;422172;;;;;;;;;;;;;6763;563;;x
300000;5294;84;444714;;;;;;;;;;;;;6763;563;;x

600000;28241;24;677791;;;;;;;;;;;;;6763;563;;x
600000;19926;36;717326;;;;;;;;;;;;;6763;563;;x
600000;15797;48;758273;;;;;;;;;;;;;6763;563;;x
600000;13344;60;800618;;;;;;;;;;;;;6763;563;;x
600000;11727;72;844344;;;;;;;;;;;;;6763;563;;x
600000;10588;84;889428;;;;;;;;;;;;;6763;563;;x

1200000;56483;24;1355582;;;;;;;;;;;;;6763;563;;x
1200000;39851;36;1434652;;;;;;;;;;;;;6763;563;;x
1200000;31595;48;1516546;;;;;;;;;;;;;6763;563;;x
1200000;26687;60;1601236;;;;;;;;;;;;;6763;563;;x
1200000;23454;72;1688687;;;;;;;;;;;;;6763;563;;x
1200000;21177;84;1778856;;;;;;;;;;;;;6763;563;;x

1800000;84724;24;2033372;;;;;;;;;;;;;6763;563;;x
1800000;59777;36;2151978;;;;;;;;;;;;;6763;563;;x
1800000;47392;48;2274819;;;;;;;;;;;;;6763;563;;x
1800000;40031;60;2401855;;;;;;;;;;;;;6763;563;;x
1800000;35181;72;2533031;;;;;;;;;;;;;6763;563;;x
1800000;31765;84;2668285;;;;;;;;;;;;;6763;563;;x

2400000;112965;24;2711163;;;;;;;;;;;;;6763;563;;x
2400000;79703;36;2869304;;;;;;;;;;;;;6763;563;;x
2400000;63189;48;3033092;;;;;;;;;;;;;6763;563;;x
2400000;53375;60;3202473;;;;;;;;;;;;;6763;563;;x
2400000;46908;72;3377375;;;;;;;;;;;;;6763;563;;x
2400000;42354;84;3557713;;;;;;;;;;;;;6763;563;;x

3000000;141206;24;3388954;;;;;;;;;;;;;6763;563;;x
3000000;99629;36;3586630;;;;;;;;;;;;;6763;563;;x
3000000;78987;48;3791365;;;;;;;;;;;;;6763;563;;x
3000000;66718;60;4003091;;;;;;;;;;;;;6763;563;;x
3000000;58635;72;4221718;;;;;;;;;;;;;6763;563;;x
3000000;52942;84;4447141;;;;;;;;;;;;;6763;563;;
